"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES"
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-13","6.26",",,W"," 0821",",,W","0.00",",,W",,,"65",",,W","46",",,W","   40",",,W","   50",",,W","18.1",",,W","23.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-14","5.82",",,W"," 0917",",,W","0.00",",,W",,,"66",",,W","39",",,W","   50",",,W","   40",",,W","15.0",",,W","19.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-15","7.38",",,W"," 1020",",,W","0.00",",,W",,,"67",",,W","40",",,W","   50",",,W","   50",",,W","19.9",",,W","25.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-16","4.47",",,W"," 1029",",,W","0.00",",,W",,,"70",",,W","37",",,W","   50",",,W","   40",",,W","15.0",",,W","19.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-17","4.03",",,W"," 1408",",,W","0.00",",,W",,,"73",",,W","39",",,W","   50",",,W","   60",",,W","15.0",",,W","19.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-18","2.01",",,W"," 1434",",,W","0.00",",,W",,,"86",",,W","42",",,W","  280",",,W","  290",",,W","12.1",",,W","16.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-19","4.25",",,W"," 1228",",,W","0.00",",,W",,,"88",",,W","55",",,W","  280",",,W","  290",",,W","14.1",",,W","21.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-20","7.38",",,W"," 0309",",,W","0.00",",,W",,,"75",",,W","58",",,W","   60",",,W","   50",",,W","17.0",",,W","23.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-21","4.47",",,W"," 1137",",,W","0.00",",,W",,,"80",",,W","54",",,W","  140",",,W","  150",",,W","10.1",",,W","16.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-22","1.57",",,W"," 0900",",,W","1.21",",,W",,,"69",",,W","61",",,W","  340",",,W","  200",",,W","10.1",",,W","14.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-23","4.92",",,W"," 1445",",,W","0.03",",,W",,,"77",",,W","59",",,W","  340",",,W","  330",",,W","18.1",",,W","28.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-24","2.46",",,W"," 1428",",,W","0.00",",,W",,,"75",",,W","52",",,W","   50",",,W","  260",",,W","12.1",",,W","18.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-25","2.91",",,W"," 1428",",,W","0.00",",,W",,,"82",",,W","51",",,W","  280",",,W","  170",",,W","10.1",",,W","16.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-26","3.58",",,W"," 1753",",,W","0.00",",,W",,,"84",",,W","58",",,W","  280",",,W","  210",",,W","10.1",",,W","18.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-27","2.91",",,W"," 1547",",,W","0.13",",,W",,,"86",",,W","63",",,W","  300",",,W","  220",",,W","12.1",",,W","16.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-28","2.01",",,W"," 1807",",,W","0.45",",,W",,,"84",",,W","65",",,W","  290",",,W","  320",",,W","15.0",",,W","23.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-29","4.25",",,W"," 0844",",,W","0.00",",,W",,,"80",",,W","60",",,W","  340",",,W","  250",",,W","10.1",",,W","14.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-30","6.26",",,W"," 0713",",,W","0.00",",,W",,,"64",",,W","58",",,W","   60",",,W","   70",",,W","12.1",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-01","2.68",",,W"," 0847",",,W","0.19",",,W",,,"78",",,W","60",",,W","  180",",,W","  190",",,W","8.1",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-02","4.03",",,W"," 1549",",,W","0.22",",,W",,,"86",",,W","65",",,W","  150",",,W","  140",",,W","17.0",",,W","25.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-03","2.01",",,W"," 1631",",,W","0.95",",,W",,,"79",",,W","64",",,W","  240",",,W","  200",",,W","12.1",",,W","19.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-04","3.36",",,W"," 1454",",,W","0.00","T,,W",,,"73",",,W","52",",,W","  290",",,W","  300",",,W","12.1",",,W","16.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-05","8.05",",,W"," 1553",",,W","0.59",",,W",,,"56",",,W","48",",,W","  330",",,W","  350",",,W","16.1",",,W","21.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-06","4.03",",,W"," 1341",",,W","0.45",",,W",,,"66",",,W","49",",,W","  310",",,W","  310",",,W","16.1",",,W","23.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-07","4.70",",,W"," 1134",",,W","0.00",",,W",,,"75",",,W","50",",,W","  280",",,W","  290",",,W","14.1",",,W","19.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-08","6.04",",,W"," 1128",",,W","0.00","T,,W",,,"83",",,W","61",",,W","  290",",,W","  290",",,W","21.0",",,W","30.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-09","1.12",",,W"," 1314",",,W","0.09",",,W",,,"79",",,W","57",",,W","  210",",,W","  200",",,W","6.0",",,W","11.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-10","2.68",",,W"," 1605",",,W","0.00","T,,W",,,"82",",,W","63",",,W","  130",",,W","  130",",,W","8.9",",,W","15.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-11","1.79",",,W"," 1417",",,W","0.00","T,,W",,,"81",",,W","62",",,W","  290",",,W","  220",",,W","8.9",",,W","19.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-12","3.58",",,W"," 1850",",,W","0.66",",,W",,,"82",",,W","64",",,W","  300",",,W","  210",",,W","12.1",",,W","21.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-13","3.80",",,W"," 1510",",,W","0.00","T,,W",,,"79",",,W","58",",,W","  290",",,W","  280",",,W","13.0",",,W","19.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-14","5.14",",,W"," 2151",",,W","0.00",",,W",,,"81",",,W","52",",,W","  320",",,W","  340",",,W","17.0",",,W","29.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-15","5.59",",,W"," 1011",",,W","0.00",",,W",,,"66",",,W","45",",,W","  280",",,W","  290",",,W","14.1",",,W","23.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-16","1.79",",,W"," 1537",",,W","0.00",",,W",,,"73",",,W","41",",,W","  300",",,W","  270",",,W","10.1",",,W","13.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-17","2.46",",,W"," 1031",",,W","0.36",",,W",,,"70",",,W","55",",,W","  290",",,W","  270",",,W","13.0",",,W","16.1",",,W","    1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-18","4.92",",,W"," 0824",",,W","0.17",",,W",,,"63",",,W","57",",,W","   30",",,W","   50",",,W","12.1",",,W","15.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-19","3.80",",,W"," 1656",",,W","0.09",",,W",,,"62",",,W","57",",,W","   40",",,W","   90",",,W","10.1",",,W","42.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-20","4.92",",,W"," 1121",",,W","0.01",",,W",,,"70",",,W","55",",,W","   40",",,W","   40",",,W","13.0",",,W","18.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-21","3.80",",,W"," 1151",",,W","0.34",",,W",,,"79",",,W","62",",,W","  300",",,W","  310",",,W","14.1",",,W","19.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-22","3.80",",,W"," 2007",",,W","0.16",",,W",,,"71",",,W","52",",,W","  340",",,W","  340",",,W","15.0",",,W","27.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-23","4.25",",,W"," 1058",",,W","0.00","T,,W",,,"69",",,W","51",",,W","  320",",,W","  320",",,W","14.1",",,W","19.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-24","3.13",",,W"," 0932",",,W","0.00",",,W",,,"83",",,W","52",",,W","  300",",,W","  290",",,W","12.1",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-25","2.01",",,W"," 1254",",,W","0.00",",,W",,,"87",",,W","58",",,W","  280",",,W","  280",",,W","12.1",",,W","19.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-26","1.34",",,W"," 1257",",,W","0.00",",,W",,,"88",",,W","60",",,W","  260",",,W","  250",",,W","8.1",",,W","14.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-27","2.01",",,W"," 1319",",,W","0.00",",,W",,,"88",",,W","64",",,W","  250",",,W","  260",",,W","8.9",",,W","15.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-28","1.57",",,W"," 1504",",,W","0.00",",,W",,,"86",",,W","59",",,W","   50",",,W","   70",",,W","10.1",",,W","14.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-29","4.47",",,W"," 1641",",,W","1.33",",,W",,,"75",",,W","65",",,W","  330",",,W","  330",",,W","12.1",",,W","21.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-30","3.58",",,W"," 1555",",,W","0.01",",,W",,,"86",",,W","65",",,W","   50",",,W","   50",",,W","15.0",",,W","19.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-05-31","3.58",",,W"," 1543",",,W","0.00",",,W",,,"86",",,W","68",",,W","   50",",,W","   20",",,W","12.1",",,W","15.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-01","3.58",",,W"," 1724",",,W","0.00",",,W",,,"87",",,W","66",",,W","   80",",,W","   90",",,W","14.1",",,W","21.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-02","1.34",",,W"," 1535",",,W","0.00",",,W",,,"87",",,W","67",",,W","  290",",,W","  190",",,W","6.9",",,W","10.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-03","2.01",",,W"," 1908",",,W","0.04",",,W",,,"90",",,W","68",",,W","  320",",,W","  320",",,W","14.1",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-04","3.36",",,W"," 2301",",,W","0.55",",,W",,,"91",",,W","68",",,W","  280",",,W","  320",",,W","23.0",",,W","31.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-05","3.13",",,W"," 1415",",,W","0.08",",,W",,,"88",",,W","70",",,W","  230",",,W","  180",",,W","12.1",",,W","19.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-06","1.57",",,W"," 0008",",,W","0.45",",,W",,,"82",",,W","71",",,W","  230",",,W","  220",",,W","8.1",",,W","15.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-07","4.25",",,W"," 1034",",,W","0.18",",,W",,,"88",",,W","63",",,W","  300",",,W","  320",",,W","14.1",",,W","19.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-08","5.59",",,W"," 1031",",,W","0.00",",,W",,,"81",",,W","57",",,W","  310",",,W","  300",",,W","17.0",",,W","25.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-09","2.46",",,W"," 1456",",,W","0.00",",,W",,,"81",",,W","50",",,W","  280",",,W","  270",",,W","12.1",",,W","16.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-10","2.91",",,W"," 1457",",,W","0.00",",,W",,,"84",",,W","58",",,W","   50",",,W","  280",",,W","10.1",",,W","14.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-11","2.91",",,W"," 1502",",,W","0.00",",,W",,,"92",",,W","63",",,W","  270",",,W","  280",",,W","10.1",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-12","5.14",",,W"," 1430",",,W","0.00",",,W",,,"93",",,W","71",",,W","  290",",,W","  280",",,W","15.0",",,W","23.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-13","3.58",",,W"," 1153",",,W","0.00",",,W",,,"84",",,W","62",",,W","   30",",,W","   30",",,W","13.0",",,W","16.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-14","2.91",",,W"," 1051",",,W","0.00",",,W",,,"90",",,W","60",",,W","   50",",,W","   20",",,W","10.1",",,W","15.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-15","1.12",",,W"," 1907",",,W","0.09",",,W",,,"90",",,W","67",",,W","  230",",,W","  210",",,W","12.1",",,W","19.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-16","4.03",",,W"," 2357",",,W","0.00",",,W",,,"92",",,W","71",",,W","  290",",,W","  350",",,W","15.0",",,W","21.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-17","7.16",",,W"," 1738",",,W","0.01",",,W",,,"83",",,W","68",",,W","   30",",,W","   10",",,W","18.1",",,W","25.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-18","8.28",",,W"," 1628",",,W","0.00",",,W",,,"83",",,W","62",",,W","   50",",,W","   60",",,W","18.1",",,W","25.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-19","2.01",",,W"," 1232",",,W","0.00",",,W",,,"85",",,W","54",",,W","   50",",,W","   60",",,W","12.1",",,W","15.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-20","2.91",",,W"," 1212",",,W","0.00",",,W",,,"88",",,W","57",",,W","  300",",,W","  290",",,W","8.9",",,W","14.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-21","2.91",",,W"," 1449",",,W","0.00",",,W",,,"90",",,W","66",",,W","  240",",,W","  200",",,W","10.1",",,W","18.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-22","2.91",",,W"," 1135",",,W","0.17",",,W",,,"92",",,W","70",",,W","  290",",,W","  290",",,W","12.1",",,W","16.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-23","3.13",",,W"," 1958",",,W","1.14",",,W",,,"90",",,W","68",",,W","   40",",,W","   30",",,W","21.9",",,W","35.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-24","2.68",",,W"," 2323",",,W","0.14",",,W",,,"89",",,W","68",",,W","  280",",,W","  300",",,W","10.1",",,W","14.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-25","5.82",",,W"," 1510",",,W","0.00",",,W",,,"85",",,W","70",",,W","  350",",,W","   30",",,W","13.0",",,W","18.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-26","2.91",",,W"," 1642",",,W","0.00",",,W",,,"86",",,W","65",",,W","   30",",,W","   40",",,W","12.1",",,W","14.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-27","1.79",",,W"," 1619",",,W","0.00",",,W",,,"89",",,W","62",",,W","  170",",,W","  200",",,W","8.1",",,W","21.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-28","1.12",",,W"," 1339",",,W","2.09",",,W",,,"75",",,W","69",",,W","  120",",,W","  110",",,W","6.9",",,W","11.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-29","2.24",",,W"," 1826",",,W","0.46",",,W",,,"88",",,W","68",",,W","   30",",,W","   50",",,W","15.0",",,W","23.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-06-30","2.01",",,W"," 1239",",,W","0.03",",,W",,,"86",",,W","68",",,W","  120",",,W","  110",",,W","8.1",",,W","12.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-01","2.24",",,W"," 1104",",,W","0.00",",,W",,,"88",",,W","70",",,W","  290",",,W","  290",",,W","8.9",",,W","15.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-02","2.46",",,W"," 0105",",,W","1.07",",,W",,,"90",",,W","70",",,W","   30",",,W","  310",",,W","14.1",",,W","18.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-03","4.03",",,W"," 0255",",,W","1.01",",,W",,,"76",",,W","69",",,W","  290",",,W","  280",",,W","12.1",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-04","3.13",",,W"," 0745",",,W","0.10",",,W",,,"82",",,W","68",",,W","  100",",,W","  110",",,W","10.1",",,W","14.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-05","3.13",",,W"," 1612",",,W","0.22",",,W",,,"94",",,W","71",",,W","  300",",,W","  310",",,W","19.9",",,W","25.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-06","2.91",",,W"," 1444",",,W","0.05",",,W",,,"90",",,W","72",",,W","  290",",,W","  340",",,W","12.1",",,W","19.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-07","3.80",",,W"," 1826",",,W","0.03",",,W",,,"92",",,W","72",",,W","  270",",,W","  250",",,W","13.0",",,W","21.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-08","5.37",",,W"," 1847",",,W","0.38",",,W",,,"93",",,W","70",",,W","  320",",,W","  310",",,W","18.1",",,W","30.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-09","3.80",",,W"," 1141",",,W","0.00",",,W",,,"90",",,W","68",",,W","  280",",,W","  280",",,W","13.0",",,W","19.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-10","3.80",",,W"," 1308",",,W","0.00",",,W",,,"87",",,W","68",",,W","  310",",,W","  290",",,W","12.1",",,W","16.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-11","1.57",",,W"," 1537",",,W","0.05",",,W",,,"89",",,W","69",",,W","  120",",,W","  190",",,W","8.1",",,W","13.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-12","2.01",",,W"," 1921",",,W","0.00",",,W",,,"90",",,W","70",",,W","  280",",,W","  290",",,W","12.1",",,W","16.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-13","2.68",",,W"," 1516",",,W","0.00",",,W",,,"92",",,W","71",",,W","   20",",,W","  240",",,W","12.1",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-14","2.24",",,W"," 1535",",,W","0.00",",,W",,,"94",",,W","72",",,W","  310",",,W","  200",",,W","8.9",",,W","19.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-15","2.46",",,W"," 1547",",,W","0.34",",,W",,,"94",",,W","73",",,W","  270",",,W","  280",",,W","12.1",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-16","2.68",",,W"," 1959",",,W","2.93",",,W",,,"86",",,W","71",",,W","   40",",,W","   50",",,W","13.0",",,W","19.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-17","0.89",",,W"," 1714",",,W","0.00",",,W",,,"89",",,W","68",",,W","  120",",,W","  150",",,W","6.9",",,W","12.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-18","2.01",",,W"," 1238",",,W","0.00",",,W",,,"92",",,W","72",",,W","  220",",,W","  200",",,W","6.9",",,W","12.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-19","2.24",",,W"," 2153",",,W","0.00",",,W",,,"91",",,W","73",",,W","   80",",,W","   60",",,W","10.1",",,W","15.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-20","3.80",",,W"," 0655",",,W","0.00",",,W",,,"89",",,W","69",",,W","   40",",,W","  300",",,W","12.1",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-21","0.89",",,W"," 1251",",,W","0.00",",,W",,,"89",",,W","68",",,W","  180",",,W","  150",",,W","8.1",",,W","11.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-22","1.79",",,W"," 1047",",,W","0.00",",,W",,,"92",",,W","69",",,W","  140",",,W","  200",",,W","8.9",",,W","13.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-23","0.89",",,W"," 1248",",,W","0.00",",,W",,,"95",",,W","70",",,W","  120",",,W","   90",",,W","8.1",",,W","12.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-24","1.34",",,W"," 1514",",,W","0.00",",,W",,,"95",",,W","72",",,W","  130",",,W","  140",",,W","8.1",",,W","12.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-25","2.68",",,W"," 1517",",,W","0.24",",,W",,,"95",",,W","75",",,W","   10",",,W","   30",",,W","18.1",",,W","25.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-07-26","2.01",",,W"," 2119",",,W","0.09",",,W",,,"96",",,W","74",",,W","  130",",,W","  110",",,W","12.1",",,W","21.0",",,W",,,,
